smiles,RF_homo,RF_lumo,RF_gap,norm_homo,norm_lumo,norm_gap,score,rank
FC(F)(F)C(F)(F)F.O[PH](O)=S,-8.005099999999981,0.7604399999999968,8.171839999999996,0.7277793946449069,0.6925617216251096,0.6916737208427133,0.7027718232180903,40
CCOC(=O)OC.OP(O)(O)=S,-7.818119999999995,0.8157799999999968,8.299279999999998,0.5917345750872895,0.7262801296580603,0.766589070729844,0.7020400397155425,41
O=P(O)(O)OP(=O)(O)O.c1ccccc1,-7.861299999999994,0.7653199999999962,8.296140000000001,0.6231519208381622,0.6955350832297497,0.7647432279909445,0.7015033924167513,42
O=P(O)(O)OP(=O)(O)O.c1ccccc1,-7.861299999999994,0.7653199999999962,8.296140000000001,0.6231519208381622,0.6955350832297497,0.7647432279909445,0.7015033924167513,43
COS(=O)(=O)OC.O[PH](O)=S,-7.621399999999988,0.9055199999999954,8.409120000000014,0.4486030267752916,0.7809582998220818,0.8311582957110399,0.701331716263628,44
O=P(O)(O)O.O=P([O-])(F)F,-7.713799999999966,0.9684799999999951,8.270980000000009,0.5158323632129944,0.8193195388852288,0.7499529721594973,0.7005267594932658,45
COS(=O)(=O)OC.O=[PH](O)O,-7.531879999999975,0.9343399999999955,8.464700000000013,0.38346915017458283,0.7985181935609621,0.8638308878856051,0.7001285582749055,46
O=P(O)(O)OP(=O)(O)O.OB(O)O,-8.000719999999982,0.7556799999999962,8.166540000000014,0.7245925494761059,0.6896614754697634,0.68855812641082,0.6996994580480889,47
[Li][O]P(=O)(O)OP(=O)(O)O,-7.883079999999973,0.7517799999999962,8.276420000000021,0.6389988358556096,0.6872852233676943,0.753150865312251,0.6991455638918915,48
CC1COC(=O)O1.O[PH](O)=S,-7.781259999999992,0.8053399999999978,8.326120000000007,0.5649155995343182,0.7199190855694451,0.7823669112114136,0.6983971700156943,49
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccc2sccc2c1,-7.7246199999999945,0.7453199999999971,8.424699999999984,0.5237048894062637,0.6833491750140109,0.8403169676448057,0.6982430063840047,50
O=S1(=O)OCCCO1.O[PH](O)=S,-7.834359999999995,0.710539999999998,8.349320000000034,0.6035506402793729,0.6621578806268409,0.7960049849510833,0.6981145502522974,51
O=P(O)(O)OP(=O)(O)O.O=P([O-])(F)F,-7.697899999999975,0.8691999999999952,8.350620000000005,0.5042636786961205,0.7588286905022991,0.7967691873588914,0.6976353857030824,52
BB(O)O.O=P(O)(O)OP(=O)(O)O,-7.984379999999987,0.7616199999999961,8.168000000000015,0.7127037252619077,0.6932806902098378,0.6894163844996095,0.6975618784413675,53
F[B-](F)F.O=P(O)(O)OP(=O)(O)O,-7.946619999999972,0.7539199999999959,8.206660000000014,0.685229918509858,0.6885891155467782,0.7121425884123234,0.6970027455819202,54
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccoc1,-7.77685999999999,0.7394399999999971,8.372379999999993,0.5617142025610926,0.6797665179985836,0.8095607599698695,0.6962685201558507,55
O=P(O)(O)OP(=O)(O)O.c1ccsc1,-7.831759999999996,0.7900799999999963,8.278979999999995,0.6016589057042863,0.7106212376008351,0.7546557562076455,0.6955463454745946,56
O=P(O)(O)OP(=O)(O)O.c1ccsc1,-7.831759999999996,0.7900799999999963,8.278979999999995,0.6016589057042863,0.7106212376008351,0.7546557562076455,0.6955463454745946,57
O=P(O)(O)OP(=O)(O)O.c1ccoc1,-7.856959999999992,0.7835599999999968,8.259999999999996,0.6199941792782075,0.7066486315225043,0.7434984010533956,0.6953922036615718,58
O=P(O)(O)OP(=O)(O)O.c1ccoc1,-7.856959999999992,0.7835599999999968,8.259999999999996,0.6199941792782075,0.7066486315225043,0.7434984010533956,0.6953922036615718,59
O=P(O)(O)O.O=[PH](F)F,-7.524539999999974,1.0664799999999943,8.345080000000005,0.37812863795106555,0.8790304891423508,0.7935125094055424,0.6945527418902419,60
O=P(O)(O)OP(=O)(O)O.O=S1(=O)OCCO1,-7.8462799999999815,0.6885599999999973,8.338500000000012,0.6122235157159182,0.648765567497743,0.789644469525939,0.6941545127744739,61
O=P(O)(O)OP(=O)(O)O.O=S1(=O)OCCO1,-7.8462799999999815,0.6885599999999973,8.338500000000012,0.6122235157159182,0.648765567497743,0.789644469525939,0.6941545127744739,62
O=S1(=O)OCCO1.O[PH](O)=S,-7.862019999999982,0.7144399999999982,8.296500000000021,0.623675785797408,0.6645341327289102,0.7649548532731236,0.6924449168671449,63
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccsc1,-7.74175999999999,0.7525799999999973,8.377579999999995,0.536175785797413,0.6877726596963244,0.8126175696011719,0.69223156148859,64
CC1(C)OC(=O)O1.O=P(O)(O)OP(=O)(O)O,-7.835299999999985,0.6485799999999975,8.369139999999987,0.6042345750872826,0.6244059369744802,0.8076561324303624,0.6916546065906738,65
CC1(C)OC(=O)O1.O=P(O)(O)OP(=O)(O)O,-7.835299999999985,0.6485799999999975,8.369139999999987,0.6042345750872826,0.6244059369744802,0.8076561324303624,0.6916546065906738,66
C[Si]1(C)C=C[Si](C)(C)O1.O[PH](O)=S,-7.996659999999983,0.6345399999999972,8.229419999999994,0.7216385331780861,0.6158514294070311,0.7255220090293166,0.6914557923872618,67
C[PH](C)=O.O=S1(=O)CCC1,-8.201639999999989,0.2340000000000003,8.349880000000011,0.8707799767170918,0.37180424557042213,0.7963341798344405,0.6913089386200304,68
CC(C#N)C#N.O=P(O)(O)OP(=O)(O)O,-7.7712799999999875,0.8189799999999962,8.294580000000003,0.5576542491268643,0.7282298749725782,0.7638261851015553,0.691295711270455,69
OP(O)(O)=S.c1ccccc1,-7.825199999999993,0.940359999999997,8.148820000000004,0.5968859138532947,0.8021861519339005,0.6781414597441477,0.6909782036338177,70
O=[PH](O)O.O=[PH]1OCC(F)(F)CO1,-7.511299999999974,0.741779999999997,8.594300000000002,0.368495343422544,0.681192269259825,0.9400159894657305,0.690912679591003,71
CC1(C)OC(=O)O1.OP(O)(O)=S,-7.815959999999984,0.6860799999999977,8.354439999999988,0.5901629802095165,0.6472545148789915,0.7990147667418759,0.6908311552233029,72
CCOC(=O)OC.O=P(O)(O)OP(=O)(O)O,-7.838339999999983,0.7535999999999964,8.276620000000007,0.6064464493596908,0.6883941410153266,0.753268434913446,0.6897595510778837,73
CCOC(=O)OC.O=P(O)(O)OP(=O)(O)O,-7.838339999999983,0.7535999999999964,8.276620000000007,0.6064464493596908,0.6883941410153266,0.753268434913446,0.6897595510778837,74
CP(=O)(O)O.FC(F)(F)C(F)(F)S(F)(F)F,-7.569719999999973,0.8204599999999961,8.473939999999992,0.411001164144313,0.7291316321805429,0.8692626034612134,0.6897448802819421,75
O=P(O)(O)OP(=O)(O)O.O=S1(=O)CCC1,-7.934859999999989,0.6576399999999967,8.261500000000009,0.6766734575087066,0.6299261533962096,0.7443801730624324,0.6897319524964478,76
O=P(O)(O)OP(=O)(O)O.O=S1(=O)CCC1,-7.934859999999989,0.6576399999999967,8.261500000000009,0.6766734575087066,0.6299261533962096,0.7443801730624324,0.6897319524964478,77
CCP(C)(C)=O.O=P(O)(O)O,-7.737259999999982,0.8671999999999962,8.281260000000009,0.5329016298020637,0.7576100996807257,0.7559960496613778,0.6895519387093879,78
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1.O=[PH](O)O,-7.82825999999998,0.7054399999999963,8.311379999999977,0.5991123399301186,0.6590504740318263,0.7737020316026681,0.6869296568296508,79
F[B-](F)F.O=P(O)(O)O,-7.836659999999971,0.865659999999996,8.17660000000002,0.6052240977880867,0.7566717847481136,0.69447187735138,0.6863575157014121,80
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccccc1,-7.743599999999991,0.7149999999999973,8.377199999999991,0.5375145518043984,0.6648753381589503,0.8123941873588825,0.6856746419325576,81
CP(=O)(O)O.O=[PH]1OCC(F)(F)CO1,-7.517159999999978,0.7932599999999964,8.524199999999999,0.3727590221187054,0.7125587970071376,0.898807844243759,0.6851184834352566,82
CCOC.O[PH](O)=S,-7.929859999999986,0.7729199999999966,8.15432,0.6730355064027673,0.7001657283517309,0.6813746237772529,0.6845102199372506,83
O=P(O)(O)OP(=O)(O)O.O=[PH](Cl)Cl,-7.692979999999973,0.8512399999999953,8.312160000000004,0.5006839348078769,0.7478857449245652,0.7741605530473796,0.6842351251386845,84
C[PH](C)=O.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-8.208120000000001,0.1802000000000002,8.352339999999982,0.875494761350395,0.33902415247008333,0.7977802859292318,0.6834677885178362,85
CC1(C)OC(=O)O1.CP(=O)(O)O,-7.576419999999972,0.7331999999999974,8.508299999999991,0.41587601862626844,0.6759645146352732,0.8894610609480438,0.68333658435768,86
CC1(C)OC(=O)O1.CP(=O)(O)O,-7.576419999999972,0.7331999999999974,8.508299999999991,0.41587601862626844,0.6759645146352732,0.8894610609480438,0.68333658435768,87
COS(=O)(=O)OC.O=[PH](F)F,-7.7281999999999895,0.5953199999999995,8.471720000000015,0.526309662398111,0.5919548633959677,0.8679575808878637,0.682662390093369,88
CN(C)P(=N)(N(C)C)N(C)C.O=P(O)(O)O,-7.594479999999983,0.8679999999999949,8.379400000000011,0.42901629802092156,0.7580975360093545,0.813687452972137,0.6816091313979376,89
B1OCCO1.CC(C#N)C#N,-7.903419999999989,0.4200999999999989,8.439919999999994,0.6537980209545733,0.48519412151787544,0.8492640142964296,0.6814032484603065,90
CC1(C)OC(=O)O1.O=[PH](O)O,-7.638199999999982,0.6962399999999979,8.468279999999991,0.4608265424912359,0.6534449562525871,0.865935383747142,0.6806556031220037,91
CC1(C)OC(=O)O1.O=[PH](O)O,-7.638199999999982,0.6962399999999979,8.468279999999991,0.4608265424912359,0.6534449562525871,0.865935383747142,0.6806556031220037,92
COS(=O)(=O)OC.CP(=O)(O)O,-7.523579999999973,0.9436599999999953,8.381900000000012,0.37743015133872504,0.8041968267894964,0.8151570729871871,0.6805509226333413,93
CN(C)P(=N)(N(C)C)N(C)C,-7.921099999999985,0.4830399999999974,8.370720000000023,0.6666618160651643,0.5235431746728061,0.8085849322798948,0.6804954701333491,94
B1OCCO1.BB(BOP(=O)(O)O)OP(=O)(O)O,-7.734859999999978,0.6296999999999977,8.42828,0.5311554132712111,0.6129024396188225,0.8424214635063665,0.6801859412695567,95
O=P(O)(O)O.O=[PH](O)O,-7.620079999999967,0.9915999999999947,8.252040000000012,0.4476426076833082,0.8334064487826232,0.7388191309254886,0.6798423693099749,96
BBO.O=P(O)(O)OP(=O)(O)O,-7.951019999999984,0.7359399999999967,8.143140000000013,0.6884313154830917,0.677633984060829,0.6748024830699624,0.6797405830911611,97
CN(C)[PH](=N)N(C)C.O=P(O)(O)O,-7.518039999999987,0.9385199999999954,8.387140000000016,0.37339930151335654,0.8010650483780515,0.8182373965387315,0.679634263582915,98
O=P(O)(O)OP(=O)(O)O.O=[PH](O)CP(=O)(O)O,-7.730639999999965,0.789679999999995,8.302940000000012,0.5280849825377905,0.7103775194365195,0.7687405944318835,0.6790349883650464,99
O=P(O)(O)OP(=O)(O)O.O=[PH](O)OP(=O)(O)O,-7.755799999999968,0.8370399999999949,8.242760000000004,0.546391152502868,0.73923375009139,0.7333639014296232,0.6790330313501267,100
FC(F)(F)C(F)(F)C(F)(F)F.O=P(O)(O)OP(=O)(O)O,-7.774939999999983,0.862019999999995,8.204999999999982,0.5603172293364072,0.7544539494528485,0.7111667607223131,0.678898057925702,101
CP(C)(C)=O.O=S1(=O)CCC1,-8.212979999999993,0.2802800000000005,8.25038,0.8790308498253596,0.40000243718164297,0.7378433032354899,0.6788473073962967,102
O=P(O)(O)OP(=O)(O)O.O=[PH](O)O,-7.702159999999967,0.8933399999999947,8.245040000000008,0.5073632130383734,0.7735370817186961,0.7347041948833501,0.6781517663804609,103
FC(F)(F)C(F)(F)S(F)(F)F.O=C1OBOC1=O,-7.896779999999987,0.5519599999999982,8.328699999999984,0.648966821885888,0.5655358143842442,0.78388355906693,0.6779042145078116,104
O[PH](O)=S.c1ccccc1,-7.967839999999994,0.7320999999999979,8.121920000000003,0.700669383003472,0.6752942896834078,0.6623283483822213,0.6777204411589525,105
O=S1(=O)CCC1.O=[PH](O)CP(=O)(O)O,-7.660779999999979,0.7805199999999964,8.369100000000008,0.477255529685646,0.7047963734737117,0.8076326185101346,0.6776686183518611,106
O=P(O)(O)OP(=O)(O)O.O=S1(=O)OCCCO1,-7.806899999999993,0.6709599999999972,8.31766000000002,0.5835710128055647,0.6380419682678924,0.7773937170804954,0.6774413811542352,107
O=P(O)(O)OP(=O)(O)O.O=S1(=O)OCCCO1,-7.806899999999993,0.6709599999999972,8.31766000000002,0.5835710128055647,0.6380419682678924,0.7773937170804954,0.6774413811542352,108
CC(=O)OBOC(C)=O.c1ccoc1,-7.764139999999999,0.6685199999999969,8.356559999999977,0.5524592549475944,0.636555287465572,0.8002610045146312,0.6768087645298024,109
CN(C)P(=N)(N(C)C)N(C)C.O=P(O)(O)OP(=O)(O)O,-7.640319999999986,0.7929199999999955,8.373740000000003,0.46236903376015626,0.7123516365674695,0.810360233258062,0.6765602944015126,110
CC(C#N)C#N.O[PH](O)=S,-7.759699999999987,0.9260199999999963,8.156600000000006,0.5492287543655134,0.793448855743215,0.6827149172309808,0.6758892499250109,111
O=P(O)(O)OP(=O)(O)O.c1cnoc1,-7.762479999999986,0.8019399999999968,8.250420000000004,0.551251455180414,0.7178474811727686,0.7378668171557328,0.6758764077682479,112
O=P(O)(O)O.O=[PH](O)OP(=O)(O)O,-7.624519999999966,0.9041199999999949,8.29822000000001,0.4508731082653803,0.7801052862469796,0.7659659518434703,0.675679899091096,113
C[P+](C)C.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-8.260860000000019,0.07072000000000003,8.35503999999998,0.9138678696158333,0.27231849089712634,0.7993674755454823,0.6756028983720808,114
O[PH](O)=S.c1cc[nH]c1,-7.837659999999985,0.8621999999999975,8.132300000000008,0.6059516880092852,0.7545636226267917,0.6684302106847069,0.6755266774647057,115
C1CCOOC1.O[PH](O)=S,-7.758859999999982,0.7573199999999973,8.28624000000001,0.5486175785797123,0.6906607199434547,0.7589235327313562,0.6753529026494925,116
O=P(O)(O)O.O=[PH](O)CP(=O)(O)O,-7.635779999999964,0.8235799999999948,8.348140000000017,0.45906577415594896,0.7310326338621974,0.7953113243039693,0.6751540521270317,117
C[PH](C)=O.FC(F)(F)C(F)(F)S(F)(F)F,-7.942539999999984,0.24376000000000034,8.51321999999999,0.6822613504074226,0.37775096877970293,0.8923532731376591,0.6749450050112014,118
C[P+](C)(C)C.O=P(O)(O)OP(=O)(O)O,-7.919859999999983,0.7421599999999953,8.14264,0.6657596041908906,0.6814238015159231,0.6745085590669451,0.6739584453388221,119
O=C1OCC(F)(F)O1.O[PH](O)=S,-7.6875799999999845,0.8469999999999975,8.276239999999992,0.49675494761347316,0.7453023323828298,0.7530450526711503,0.6738352050673511,120
O=P(O)(O)O.OB(O)O,-7.845619999999981,0.824839999999996,8.146480000000022,0.6117433061699336,0.7318003460797897,0.6767658954100728,0.673769453838946,121
BB(BOP(=O)(O)O)OP(=O)(O)O.CC(C#N)C#N,-7.707039999999983,0.7251399999999969,8.35245999999999,0.5109138533177804,0.6710535936243299,0.7978508276899587,0.6737305651586166,122
CCOC(=O)OC(C)C.O=P(O)(O)OP(=O)(O)O,-7.769539999999982,0.7338199999999969,8.287619999999999,0.5563882421419946,0.6763422777899607,0.7597347629796563,0.6737130611714491,123
OP(O)(O)=S.c1ccoc1,-7.75921999999999,0.9251399999999974,8.147739999999992,0.5488795110593454,0.7929126757817232,0.6775065838976397,0.6735402896113765,124
FC(F)(F)C(F)(F)S(F)(F)F.F[B-](F)F,-8.01283999999998,0.2092200000000003,8.467899999999991,0.7334109429568958,0.3567059052911211,0.8657120015048543,0.6733198550763468,125
O=P(O)(O)OP(=O)(O)O.OB1OBO1,-7.926439999999988,0.6840599999999969,8.178840000000013,0.6705471478463076,0.6460237381492013,0.6957886568848597,0.6732867285525965,126
C1COCCO1.CC(=O)OBOC(C)=O,-7.7103199999999825,0.6112199999999973,8.435839999999978,0.5133003492432744,0.6016426604274792,0.8468655944318604,0.6732291406739702,127
C1COCCO1.O=[PH](O)CP(=O)(O)O,-7.558899999999973,0.754979999999996,8.464480000000016,0.403128637951065,0.6892349686822123,0.863701561324282,0.6731897065196961,128
B1OCCO1.CC(=O)OBOC(C)=O,-7.697219999999983,0.5979799999999973,8.457699999999981,0.5037689173457194,0.5935755891886597,0.8597159518434498,0.6730897326976937,129
C1CSC1.O=P(O)(O)OP(=O)(O)O,-7.917059999999987,0.720979999999996,8.15716,0.6637223515715691,0.6685189247154555,0.6830441121143478,0.6728900277318466,130
BC.O=P(O)(O)OP(=O)(O)O,-7.840239999999978,0.7702599999999957,8.190160000000015,0.6078288707799437,0.6985450025590371,0.7024430963130017,0.6728894005268948,131
CC(=O)OBOC(C)=O.COCC(C)COC,-7.721939999999991,0.666799999999997,8.380319999999978,0.5217549476134788,0.6355072993590184,0.8142282731376556,0.6728699833468115,132
O=P(O)(O)OP(=O)(O)O.O=[PH]1OCC(F)(F)CO1,-7.467779999999973,0.7219999999999964,8.573139999999995,0.33683061699646544,0.6691404060344586,0.9275771256583534,0.6728221571726185,133
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccc2scnc2c1,-7.71985999999999,0.7247199999999975,8.336439999999989,0.5202415599534076,0.6707976895517997,0.7884335026335245,0.672685175904972,134
C1CSC1.O[PH](O)=S,-7.966259999999979,0.7415999999999978,8.090939999999998,0.6995197904539845,0.6810825960858838,0.6441168171557337,0.6718274428242539,135
CCOP(=O)(OCC)OCC,-7.650520000000029,0.7045000000000009,8.411720000000052,0.46979045401629893,0.6584777363456894,0.8326867005267129,0.6715551373192817,136
C[P+](C)(C)C.O=P(O)(O)O,-7.7886399999999805,0.8830199999999961,8.143879999999998,0.5702852153666731,0.7672491530793755,0.6752374905944079,0.6713553067715777,137
BC.CC(C#N)C#N,-7.950059999999998,0.4778199999999979,8.308919999999997,0.6877328288707618,0.5203626526284983,0.7722559255078716,0.6713310146529268,138
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1.O=C1OBOC1=O,-7.974159999999995,0.5705999999999977,8.214259999999983,0.7052677532013778,0.5768930808413129,0.716610233258054,0.6712923435160287,139
O=[PH]1OCC(F)(F)CO1.O[PH](O)=S,-7.502479999999981,0.7647399999999971,8.500999999999992,0.36207799767167526,0.6951816918914938,0.8851697705041017,0.6712458150705913,140
BBO.O=S(=O)(c1ccccc1)c1ccccc1,-8.179340000000003,0.27184000000000036,8.255599999999989,0.854554714784622,0.39485998391460086,0.7409118698269053,0.671189157540529,141
CP(C)C.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-8.267380000000015,0.04956000000000004,8.344019999999977,0.9186117578579731,0.2594258000048742,0.7928893905191456,0.6705670235665124,142
BC.O=S1(=O)OCCCO1,-8.054040000000004,0.2895400000000005,8.35384000000004,0.7633876600698368,0.40564451268553026,0.7986620579382953,0.6701744750019282,143
BC.O=S1(=O)OCCCO1,-8.054040000000004,0.2895400000000005,8.35384000000004,0.7633876600698368,0.40564451268553026,0.7986620579382953,0.6701744750019282,144
FC(F)(F)C(F)(F)C(F)(F)F.O[PH](O)=S,-7.933939999999984,0.7137399999999967,8.135419999999982,0.6760040745052107,0.6641076259413584,0.6702642964634729,0.6701392287193599,145
CC(=O)OBOC(C)=O.COC(=O)OC,-7.72659999999998,0.6302199999999969,8.39121999999998,0.5251455180442042,0.6132192732324312,0.8206358164032697,0.6697637639442984,146
CC(=O)OBOC(C)=O.CCOC(=O)OC,-7.719879999999979,0.6579199999999967,8.374979999999976,0.5202561117578242,0.6300967561112301,0.8110891647855105,0.6695415262749205,147
BB(BOP(=O)(O)O)OP(=O)(O)O.COC(=O)OC,-7.760639999999982,0.7169799999999971,8.29065999999999,0.5499126891734258,0.6660817430723084,0.7615218209179506,0.6694070580409006,148
O=P(O)(O)O.OB1OBO1,-7.886799999999988,0.6795799999999976,8.201720000000021,0.6417054714784376,0.6432940947088762,0.7092386192625915,0.6691953175612306,149
FC(F)C(F)(F)F.O=[PH](O)O,-7.587339999999978,0.9352599999999961,8.280579999999995,0.4238213038416401,0.7990787453388865,0.7555963130172767,0.6691085399610686,150
BBr.O=S1(=O)OCCCO1,-8.062180000000005,0.24900000000000067,8.373100000000042,0.7693102444703035,0.38094367673222684,0.8099840105342322,0.6690697805744519,151
